"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.949957750E0,6.303818327E-2,1.168604201E0,-4.080346711E0,4.244860289E0
7.959937750E0,-4.609519984E-2,1.409916891E0,-4.174914315E0,4.406801555E0
7.969917750E0,-2.436290458E-1,1.479963318E0,-4.132786295E0,4.396540583E0
7.979897750E0,-4.526060665E-1,1.365874932E0,-3.871308167E0,4.130071852E0
7.989877750E0,-5.762538468E-1,1.173932915E0,-3.339711480E0,3.586622332E0
7.999857750E0,-5.431292970E-1,1.025772437E0,-2.592043802E0,2.840050985E0
8.009837750E0,-4.786797878E-1,8.912831882E-1,-1.862893086E0,2.119879881E0
8.019817750E0,-4.265842757E-1,6.790823235E-1,-1.200738598E0,1.443918324E0
8.029797750E0,-3.458291113E-1,4.999688056E-1,-3.791451573E-1,7.164618839E-1
8.039778750E0,-4.317508024E-1,4.132784249E-1,3.921891260E-1,7.148567146E-1
8.049758750E0,-4.086594900E-1,4.874195479E-1,8.954162925E-1,1.098339989E0
8.059738750E0,-4.016695091E-1,6.860354669E-1,1.122716276E0,1.375672524E0
8.069718750E0,-4.086399749E-1,8.311536384E-1,1.150596970E0,1.477049893E0
8.079698750E0,-4.179815963E-1,9.896459270E-1,1.091344210E0,1.531384948E0
8.089678750E0,-2.033888001E-1,1.216916017E0,1.074127668E0,1.635848967E0
8.099658750E0,-9.608069843E-2,1.412990626E0,1.256083079E0,1.893018413E0
8.109638750E0,-1.777274171E-1,1.504473823E0,1.475827875E0,2.114969606E0
8.119618750E0,-2.393812812E-1,1.515407970E0,1.680169936E0,2.275244103E0
8.129598750E0,-2.949885944E-1,1.421287533E0,1.904084966E0,2.394288220E0
8.139578750E0,-3.634889451E-1,1.199889071E0,2.350252079E0,2.663746014E0
8.149559750E0,-3.951953989E-1,9.451812141E-1,3.000918542E0,3.170971307E0
8.159539750E0,-5.824787195E-1,9.200232033E-1,3.738120289E0,3.893490394E0
8.169519750E0,-8.403849301E-1,1.177770589E0,4.200330407E0,4.442540480E0
8.179499750E0,-8.071237016E-1,1.469577786E0,3.970662301E0,4.310135340E0
8.189479750E0,-4.258633871E-1,1.224066065E0,3.413706824E0,3.651450621E0
8.199459750E0,-6.141535252E-2,7.513337360E-1,3.275882689E0,3.361499906E0
8.209439750E0,1.089070593E-1,4.472077708E-1,3.438722967E0,3.469390607E0
8.219419750E0,3.748643377E-1,3.308319533E-1,3.723043243E0,3.756464301E0
8.229399750E0,7.717622995E-1,1.251848306E-1,4.122225639E0,4.195715971E0
8.239379750E0,1.080274554E0,-3.627800798E-1,4.632637280E0,4.770736910E0
8.249360750E0,1.069569690E0,-8.584421553E-1,5.063627359E0,5.246067507E0
8.259340750E0,1.128536229E0,-1.227156757E0,5.312690679E0,5.568140622E0
8.269320750E0,1.467922586E0,-1.707342093E0,5.234523346E0,5.698249591E0
8.279300750E0,1.864071154E0,-2.245547011E0,4.666885006E0,5.504276366E0
8.289280750E0,2.074793550E0,-2.616099831E0,3.913604586E0,5.144419060E0
8.299260750E0,1.957117312E0,-2.795278984E0,2.791550215E0,4.408701098E0
8.309240750E0,1.836420402E0,-2.793128963E0,1.368059598E0,3.611868818E0
8.319220750E0,1.746065133E0,-2.622000841E0,-7.714699388E-2,3.151124167E0
8.329200750E0,1.463124068E0,-2.435201743E0,-1.395102970E0,3.165004244E0
8.339180750E0,1.145005277E0,-2.268628457E0,-2.569450160E0,3.613832631E0
8.349160750E0,9.012985915E-1,-2.083554579E0,-3.502942352E0,4.174223755E0
8.359140750E0,7.584674122E-1,-1.775928325E0,-3.569722232E0,4.058584857E0
8.369121750E0,5.039963678E-1,-1.540210397E0,-3.147340423E0,3.540058212E0
8.379101750E0,1.946881980E-1,-1.407976492E0,-2.902898158E0,3.232200336E0
8.389081750E0,-9.403662147E-2,-1.186829607E0,-2.531204107E0,2.797213191E0
8.399061750E0,-3.121880696E-1,-9.899550985E-1,-1.962610917E0,2.220205869E0
8.409041750E0,-5.519954301E-1,-9.664683681E-1,-1.495955161E0,1.864575529E0
8.419025250E0,-7.941819862E-1,-9.674129127E-1,-1.276795671E0,1.787965312E0
8.429005250E0,-8.904905250E-1,-8.853929955E-1,-9.100600594E-1,1.550839593E0
8.438985250E0,-9.039407290E-1,-8.035444017E-1,-6.631613785E-1,1.379338777E0
8.448965250E0,-7.915914503E-1,-6.534447679E-1,-6.494426411E-1,1.214653380E0
8.458945250E0,-8.921426558E-1,-5.023003463E-1,-9.298388511E-1,1.383048967E0
8.468925250E0,-1.045356590E0,-4.048148726E-1,-1.358606404E0,1.761379244E0
8.478906250E0,-1.105885724E0,-2.286928634E-1,-1.889135390E0,2.200935297E0
8.488886250E0,-1.017673824E0,5.933918897E-2,-2.448571841E0,2.652298100E0
8.498866250E0,-8.107116994E-1,2.837751332E-1,-3.154723118E0,3.269565680E0
8.508846250E0,-4.571076551E-1,6.095558961E-1,-3.863930150E0,3.938332389E0
8.518826250E0,-4.271084055E-2,8.832889480E-1,-4.263749308E0,4.354489837E0
8.528806250E0,2.153503030E-1,1.000975346E0,-4.327834792E0,4.447300460E0
8.538786250E0,3.020057831E-1,1.067625930E0,-4.221996095E0,4.365350346E0
8.548766250E0,3.527254636E-1,1.046083179E0,-4.297948503E0,4.437461730E0
8.558746250E0,3.551141608E-1,9.679360923E-1,-4.564696727E0,4.679686160E0
8.568726250E0,7.709071442E-2,8.907500683E-1,-4.796014332E0,4.878640398E0
8.578706250E0,-2.150528624E-1,8.152160288E-1,-4.718565037E0,4.793295413E0
8.588687250E0,-3.672162161E-1,7.503867795E-1,-4.333776147E0,4.413563613E0
8.598667250E0,-4.654179007E-1,7.025053923E-1,-3.795772081E0,3.888188954E0
8.608647250E0,-4.714650911E-1,5.761499491E-1,-3.286472581E0,3.369737397E0
8.618627250E0,-4.304049195E-1,5.870690031E-1,-2.694926730E0,2.791510074E0
8.628607250E0,-4.733236651E-1,6.468743248E-1,-1.625405499E0,1.812298187E0
8.638587250E0,-2.671910591E-1,7.439576197E-1,-3.126839501E-1,8.500795578E-1
8.648567250E0,9.084024103E-3,8.841290467E-1,7.350868088E-1,1.149834469E0
8.658547250E0,3.356423114E-1,1.008877054E0,1.617131689E0,1.935356187E0
8.668527250E0,5.305106768E-1,1.070596535E0,2.356772894E0,2.642346872E0
8.678507250E0,4.847534734E-1,1.046703715E0,2.844057627E0,3.069077774E0
8.688487250E0,4.516748974E-1,9.484127509E-1,2.990699948E0,3.169823834E0
8.698467250E0,4.532805428E-1,8.432339128E-1,3.089692724E0,3.234610921E0
8.708447250E0,4.884256710E-1,7.009672822E-1,3.287074260E0,3.396287967E0
8.718428250E0,6.844260208E-1,4.946489357E-1,3.876928511E0,3.967832056E0
8.728408250E0,6.083575824E-1,3.189006732E-1,4.810955722E0,4.859741922E0
8.738388250E0,4.681818795E-1,3.564667314E-1,5.638482333E0,5.669104499E0
8.748368250E0,1.319763259E-1,1.027150772E0,5.694883406E0,5.788277245E0
8.758348250E0,1.121380845E-1,2.320487705E0,4.431550949E0,5.003586908E0
8.768328250E0,6.126593789E-1,3.229843759E0,2.610436803E0,4.197811635E0
8.778308250E0,9.190032296E-1,3.614513366E0,1.923629869E0,4.196382452E0
8.788288250E0,5.516448165E-1,4.019532745E0,2.812083882E0,4.936473564E0
8.798268250E0,-4.923737476E-2,4.103427426E0,3.946719707E0,5.693604957E0
8.808248250E0,-5.363169254E-1,3.174420341E0,4.272449965E0,5.349617654E0
8.818228250E0,-9.974209696E-1,1.864120709E0,4.069113041E0,4.585572543E0
8.828208250E0,-1.159008628E0,6.220852002E-1,3.976509517E0,4.188426785E0
8.838189250E0,-1.049447083E0,-8.512258141E-1,4.111620544E0,4.327972743E0
8.848169250E0,-9.453895211E-1,-2.302617298E0,4.216907848E0,4.896745814E0
8.858149250E0,-9.826468098E-1,-3.240298873E0,4.077703185E0,5.300263654E0
8.868129250E0,-1.113977320E0,-3.695392345E0,3.582479687E0,5.266026088E0
8.878109250E0,-1.329650700E0,-3.718518083E0,2.722616805E0,4.796664464E0
8.888089250E0,-1.372773623E0,-3.518272582E0,1.461106925E0,4.049392896E0
8.898069250E0,-1.217895133E0,-3.219226093E0,-8.472615480E-2,3.442944047E0
8.908049250E0,-1.133497738E0,-2.831317129E0,-1.679738411E0,3.481766065E0
8.918029250E0,-1.293851122E0,-2.395255759E0,-2.960383889E0,4.021837098E0
8.928009250E0,-1.425975392E0,-2.025522572E0,-3.908085984E0,4.627016703E0
8.937989250E0,-1.373766188E0,-1.822359895E0,-4.185692487E0,4.767415518E0
8.947969250E0,-1.395296951E0,-1.848473560E0,-3.635913883E0,4.310867412E0
8.957949250E0,-1.427384278E0,-2.140846914E0,-2.722344909E0,3.745906191E0
8.967930250E0,-1.300904033E0,-2.423873055E0,-2.025545669E0,3.416188980E0
8.977910250E0,-1.281030663E0,-2.483651626E0,-1.490471642E0,3.167186555E0
8.987890250E0,-1.146305917E0,-2.456957040E0,-1.170845293E0,2.953224315E0
8.997870250E0,-6.996971939E-1,-2.146285556E0,-1.178839606E0,2.546719589E0
9.007850250E0,-2.269225457E-1,-1.555528787E0,-1.435527111E0,2.128826375E0
9.017830250E0,3.837929629E-3,-9.503316609E-1,-1.708053553E0,1.954633453E0
9.027810250E0,8.667945374E-2,-4.193821140E-1,-1.948030885E0,1.994547320E0
9.037790250E0,1.110127513E-1,5.499653500E-3,-2.250712588E0,2.253455398E0
9.047770250E0,2.498500265E-1,4.491547474E-1,-2.390393214E0,2.445024487E0
9.057750250E0,2.415056477E-1,8.480895869E-1,-2.382833934E0,2.540763366E0
9.067730250E0,2.692417873E-1,1.031744637E0,-2.509312717E0,2.726469961E0
9.077710250E0,4.425275863E-1,1.133699028E0,-2.743581997E0,3.001390731E0
9.087690250E0,4.884243554E-1,1.242586390E0,-2.934090130E0,3.223579404E0
9.097671250E0,5.249224562E-1,1.302838000E0,-3.092060262E0,3.396140030E0
9.107651250E0,4.645789714E-1,1.345189675E0,-3.073482488E0,3.386984424E0
9.117631250E0,4.302912643E-1,1.451809267E0,-2.972493473E0,3.335958358E0
9.127611250E0,3.882804085E-1,1.479070010E0,-2.907063714E0,3.284726657E0
9.137591250E0,2.700274886E-1,1.350213018E0,-2.805975881E0,3.125618448E0
9.147571250E0,1.961984607E-1,1.184735792E0,-2.620433788E0,2.882493013E0
9.157551250E0,1.955746724E-1,9.402934534E-1,-2.218382163E0,2.417358197E0
9.167531250E0,2.564520629E-1,7.214567298E-1,-1.770024099E0,1.928536436E0
9.177511250E0,3.124051841E-1,6.738671918E-1,-1.344377789E0,1.535918498E0
9.187491250E0,3.242309219E-1,6.728951653E-1,-8.884136671E-1,1.160686193E0
9.197471250E0,1.839174441E-1,6.265399014E-1,-4.423366016E-1,7.886948354E-1
9.207451250E0,7.701315659E-2,6.084089648E-1,-2.529727685E-1,6.633910734E-1
9.217431250E0,-1.891172039E-2,6.930829697E-1,-2.643754238E-1,7.420350536E-1
9.227412250E0,-1.776789537E-2,7.577612878E-1,-4.270905715E-1,8.700139216E-1
9.237392250E0,6.072036526E-2,7.751412593E-1,-5.680546618E-1,9.629210940E-1
9.247372250E0,8.773928670E-3,7.576425894E-1,-4.244599092E-1,8.684845937E-1
9.257352250E0,-1.659132823E-1,5.945249339E-1,-2.853441238E-3,6.172481320E-1
9.267332250E0,-3.964402711E-1,3.872742489E-1,4.703342396E-1,7.268841237E-1
9.277312250E0,-4.974771608E-1,4.370988486E-1,8.812905890E-1,1.102366559E0
9.287292250E0,-4.659207247E-1,5.829198919E-1,1.300871581E0,1.499714837E0
9.297272250E0,-4.340573097E-1,6.579683932E-1,1.855426776E0,2.015920801E0
9.307252250E0,-4.714712307E-1,7.321220512E-1,2.560983392E0,2.704981285E0
9.317232250E0,-5.738819238E-1,7.907603417E-1,3.294997237E0,3.436807992E0
9.327212250E0,-9.186429680E-1,1.072901507E0,3.845619010E0,4.096804622E0
9.337192250E0,-1.118615624E0,1.506017927E0,3.630664253E0,4.086699625E0
9.347172250E0,-5.501873614E-1,1.270861624E0,3.026613547E0,3.328390746E0
9.357152250E0,-3.031295266E-2,6.579925860E-1,2.985921603E0,3.057711716E0
9.367133250E0,1.606947885E-1,6.292333482E-1,3.325771133E0,3.388585405E0
9.377113250E0,3.632009697E-1,8.320919703E-1,3.600158159E0,3.712873653E0
9.387093250E0,9.022632359E-1,6.389484970E-1,3.685266722E0,3.847534917E0
9.397073250E0,1.444989367E0,2.155024767E-1,3.804092084E0,4.074991064E0
9.407053250E0,1.516273651E0,-1.570558835E-1,4.427160859E0,4.682254330E0
9.417033250E0,1.307595587E0,-4.487732532E-1,5.186976712E0,5.368047230E0
9.427009167E0,1.160743131E0,-8.134173522E-1,5.487071607E0,5.667179830E0
9.436989167E0,1.084988286E0,-1.385725498E0,5.247270277E0,5.534553288E0
9.446969167E0,9.347243460E-1,-1.974537483E0,4.552530425E0,5.049558510E0
9.456949167E0,7.935659089E-1,-2.386763117E0,3.593626819E0,4.386403851E0
9.466929167E0,9.637236851E-1,-2.505965186E0,2.502535794E0,3.670328358E0
9.476909167E0,1.335552002E0,-2.407874927E0,1.367211751E0,3.074220029E0
9.486889167E0,1.494984815E0,-2.235582040E0,1.929282957E-1,2.696298942E0
9.496869167E0,1.419843855E0,-2.038859048E0,-1.020784689E0,2.686057366E0
9.506849167E0,1.236615505E0,-1.866970057E0,-1.974210624E0,2.985348001E0
9.516830167E0,1.056270418E0,-1.720098233E0,-2.470237529E0,3.190065606E0
9.526810167E0,9.336206109E-1,-1.543594327E0,-2.613704812E0,3.175812295E0
9.536790167E0,7.564921497E-1,-1.395349138E0,-2.465312419E0,2.932071778E0
9.546770167E0,5.097770713E-1,-1.323368597E0,-2.072521030E0,2.511278664E0
9.556750167E0,1.997952292E-1,-1.279174903E0,-1.566526961E0,2.032292618E0
9.566730167E0,-5.692036488E-2,-1.239523764E0,-1.201538497E0,1.727238794E0
9.576710167E0,-2.084391316E-1,-1.138930897E0,-1.132454229E0,1.619587306E0
9.586690167E0,-2.742612017E-1,-8.845216142E-1,-1.280352532E0,1.580158315E0
9.596670167E0,-3.341136665E-1,-6.210572597E-1,-1.567021635E0,1.718400671E0
9.606650167E0,-4.285042455E-1,-3.709303310E-1,-1.904316516E0,1.986863506E0
9.616630167E0,-5.437190984E-1,-1.098030355E-1,-2.237145293E0,2.304887465E0
9.626610167E0,-6.402820276E-1,1.081709862E-1,-2.523117993E0,2.605338067E0
9.636590167E0,-6.132991739E-1,2.332525039E-1,-2.690351869E0,2.769212124E0
9.646570167E0,-5.647202139E-1,3.339417949E-1,-2.878508837E0,2.952327754E0
9.656551167E0,-5.463548405E-1,4.864405048E-1,-3.109781418E0,3.194662493E0
9.666531167E0,-4.719000874E-1,6.551769324E-1,-3.312190390E0,3.409186367E0
9.676511167E0,-3.518888732E-1,7.515929139E-1,-3.524854208E0,3.621231127E0
9.686491167E0,-3.107377409E-1,7.419954403E-1,-3.729572829E0,3.815341225E0
9.696471167E0,-2.964386491E-1,6.911954154E-1,-3.835771129E0,3.908806356E0
9.706451167E0,-2.445926670E-1,6.770780441E-1,-3.904682320E0,3.970491691E0
9.716431167E0,-8.794051543E-2,8.044802485E-1,-4.070193021E0,4.149866653E0
9.726411167E0,1.877530713E-1,9.684542287E-1,-4.030819041E0,4.149777939E0
9.736391167E0,3.316369687E-1,1.145029105E0,-3.722306494E0,3.908534299E0
9.746371167E0,1.781446525E-1,1.256876692E0,-3.334323270E0,3.567798510E0
9.756351167E0,7.549120858E-2,1.296405770E0,-3.027377193E0,3.294143214E0
9.766331167E0,1.112122145E-2,1.241051934E0,-2.759300482E0,3.025569820E0
9.776311167E0,-4.058705874E-2,1.107882036E0,-2.436747601E0,2.677085876E0
9.786291167E0,-3.592551224E-2,9.425706515E-1,-1.911366504E0,2.131443639E0
9.796271167E0,3.501917554E-2,8.159821603E-1,-1.140692956E0,1.402937507E0
9.806251167E0,4.423648875E-2,7.003195569E-1,-3.422884029E-1,7.807468857E-1
9.816231167E0,-8.036011197E-2,5.026000892E-1,5.207968801E-1,7.282128725E-1
9.826212167E0,-3.281757825E-1,2.941616885E-1,1.200535700E0,1.278873101E0
9.836192167E0,-4.703750605E-1,1.136329252E-1,1.521330907E0,1.596437556E0
9.846172167E0,-5.026635680E-1,6.168085266E-2,1.762094105E0,1.833425980E0
9.856152167E0,-3.451866119E-1,3.824068073E-2,1.968956316E0,1.999351175E0
9.866132167E0,3.415793549E-2,-2.149776343E-2,2.257491850E0,2.257852601E0
9.876112167E0,2.873622172E-1,1.099658439E-2,2.948132803E0,2.962125080E0
9.886092167E0,1.194992174E-1,2.781658078E-1,3.816059580E0,3.828050026E0
9.896072167E0,-2.317832996E-1,9.222424409E-1,3.934278002E0,4.047566925E0
9.906052167E0,-1.431944010E-1,1.522176999E0,2.949770023E0,3.322449495E0
9.916032167E0,2.187683111E-1,1.842945310E0,2.302272166E0,2.957154733E0
9.926012167E0,3.948552371E-1,2.492551965E0,2.893249083E0,3.839220782E0
9.935992167E0,4.423180733E-1,3.008869001E0,3.856059798E0,4.911021799E0
9.945972167E0,4.520309563E-1,2.542816678E0,4.670626055E0,5.337133724E0
9.955952167E0,4.021508811E-1,1.539947419E0,5.542431875E0,5.766429960E0
9.965932167E0,3.176530236E-1,4.317864339E-1,6.480886599E0,6.503017305E0
9.975913167E0,1.034028925E-1,-5.845819630E-1,7.330375936E0,7.354375541E0
9.985893167E0,-8.943930298E-2,-1.576901237E0,7.736182643E0,7.895767143E0
9.995873167E0,-1.820488567E-1,-2.540480130E0,7.490690802E0,7.911866390E0
1.000585317E1,-3.850911544E-1,-3.201696433E0,6.603399800E0,7.348744394E0
1.001583317E1,-4.330635389E-1,-3.432964337E0,5.660556157E0,6.634356349E0
1.002581317E1,-5.355426444E-1,-3.195468856E0,4.846147190E0,5.829491377E0
1.003579317E1,-6.686332760E-1,-2.590869681E0,3.410178614E0,4.334627359E0
1.004577317E1,-7.887597169E-1,-1.977797013E0,1.313184063E0,2.501654513E0
1.005575317E1,-9.413010018E-1,-1.477028309E0,-7.292355001E-1,1.897220234E0
1.006573317E1,-1.014177043E0,-1.052260763E0,-2.247365642E0,2.680757377E0
1.007571317E1,-1.005083746E0,-7.261555523E-1,-3.014654821E0,3.259699206E0
1.008569317E1,-9.844326957E-1,-5.070260295E-1,-3.239579666E0,3.423603297E0
1.009567317E1,-9.906064783E-1,-4.720347561E-1,-3.285720629E0,3.464112882E0
1.010565317E1,-9.509986089E-1,-6.289048809E-1,-3.304059252E0,3.495243517E0
1.011563317E1,-9.541362248E-1,-8.965643933E-1,-3.336679114E0,3.584359239E0
1.012561317E1,-9.819923602E-1,-1.194067656E0,-3.309596565E0,3.652880505E0
1.013559317E1,-9.741709053E-1,-1.460373977E0,-3.098196330E0,3.560972003E0
1.014557317E1,-8.321738313E-1,-1.682972506E0,-2.956633485E0,3.502369385E0
1.015555417E1,-5.836998739E-1,-1.784477685E0,-2.924952686E0,3.475689049E0
1.016553417E1,-3.123610376E-1,-1.600169208E0,-2.951292638E0,3.371681947E0
1.017551417E1,-1.319148296E-1,-1.240245311E0,-2.978431320E0,3.229034388E0
1.018549417E1,-1.018031308E-1,-8.908715442E-1,-3.069661333E0,3.197942571E0
1.019547417E1,-6.912201930E-2,-5.891346416E-1,-3.208693503E0,3.263061672E0
1.020545417E1,-1.496225741E-1,-3.320128350E-1,-3.276842217E0,3.297015977E0
1.021543417E1,-1.934401098E-1,-8.948640961E-2,-3.367277593E0,3.374016195E0
1.022541417E1,-7.050221801E-2,1.653306804E-1,-3.495756124E0,3.500373648E0
1.023539417E1,8.190925866E-3,4.069052156E-1,-3.550461504E0,3.573711773E0
1.024537417E1,7.565781768E-2,6.000243499E-1,-3.605858610E0,3.656223412E0
1.025535417E1,1.769122970E-1,7.645017388E-1,-3.550305383E0,3.635990812E0
1.026533417E1,2.984527591E-1,8.665061235E-1,-3.293443632E0,3.418578340E0
1.027531417E1,3.499135376E-1,9.655748405E-1,-2.997423077E0,3.168488497E0
1.028529417E1,2.965158689E-1,1.054322783E0,-2.749822145E0,2.959905408E0
1.029527417E1,2.750312982E-1,1.015799645E0,-2.551279938E0,2.759804423E0
1.030525417E1,2.788087640E-1,9.119299259E-1,-2.235447262E0,2.430344621E0
1.031523417E1,3.278487770E-1,7.796373296E-1,-1.836653706E0,2.022032646E0
1.032521417E1,3.278227568E-1,7.238586929E-1,-1.501850908E0,1.699116040E0
1.033519417E1,2.482975542E-1,7.892809962E-1,-1.252738472E0,1.501322698E0
1.034517517E1,2.147818074E-1,8.670879945E-1,-1.192815621E0,1.490228815E0
1.035515517E1,3.173006192E-1,1.012867705E0,-1.166323056E0,1.576987680E0
1.036513517E1,4.037264134E-1,1.163512957E0,-1.097629967E0,1.649711782E0
1.037511517E1,1.904107039E-1,1.179410587E0,-1.090796911E0,1.617746417E0
1.038509517E1,-1.398442936E-1,1.059356505E0,-1.016734323E0,1.474971632E0
1.039507517E1,-4.562787392E-1,9.105914252E-1,-7.384717619E-1,1.258057063E0
1.040505517E1,-5.852073592E-1,8.334947173E-1,-3.088399905E-1,1.064219544E0
1.041503517E1,-4.687977741E-1,8.685013396E-1,2.791846669E-1,1.025675391E0
1.042501825E1,-4.269750159E-1,8.810432518E-1,1.092032427E0,1.466655958E0
1.043499825E1,-4.707925882E-1,8.182393317E-1,2.173279665E0,2.369452630E0
1.044497825E1,-4.416212679E-1,6.769412193E-1,3.108055905E0,3.211431187E0
1.045495825E1,-5.677707794E-1,5.515432942E-1,3.851673802E0,3.932169215E0
1.046493825E1,-6.402478945E-1,5.549395032E-1,4.439730034E0,4.519853758E0
1.047491825E1,-6.643244628E-1,6.741501971E-1,4.722064011E0,4.815983182E0
1.048489825E1,-9.101458673E-1,1.063655305E0,4.686458561E0,4.891075746E0
1.049487825E1,-1.265504405E0,1.910790845E0,3.997387585E0,4.607790204E0
1.050485825E1,-8.219689782E-1,2.276890426E0,2.951872097E0,3.817513837E0
1.051483825E1,2.547180162E-1,1.644280896E0,3.042756540E0,3.467983318E0
1.052481925E1,8.662394173E-1,1.380874209E0,3.926463198E0,4.251387721E0
1.053479925E1,9.521136729E-1,1.472702685E0,4.844660828E0,5.152291934E0
1.054477925E1,1.231850317E0,9.528053255E-1,5.323066564E0,5.546199675E0
1.055475925E1,1.567629599E0,7.405177027E-2,5.276739659E0,5.505172809E0
1.056473925E1,1.516621121E0,-5.735023664E-1,5.072992260E0,5.325814028E0
1.057471925E1,1.096494876E0,-1.036224701E0,4.476473352E0,4.723862436E0
1.058469925E1,7.275859275E-1,-1.445801546E0,3.097358424E0,3.494760736E0
1.059467925E1,5.972207196E-1,-1.848006367E0,1.233523936E0,2.300734975E0
1.060465925E1,7.254408764E-1,-2.099431378E0,-5.119746011E-1,2.279472432E0
1.061463925E1,9.132636758E-1,-2.197310260E0,-1.566271437E0,2.848759227E0
1.062461925E1,1.102213745E0,-2.346046323E0,-1.849557926E0,3.184285322E0
1.063459925E1,1.179678828E0,-2.550241180E0,-1.598848615E0,3.232907222E0
1.064457925E1,1.123503238E0,-2.744277815E0,-1.308528510E0,3.241229260E0
1.065455925E1,9.284229478E-1,-2.810064839E0,-1.128443624E0,3.167304624E0
1.066453925E1,6.239782362E-1,-2.779416073E0,-9.443580723E-1,3.001052268E0
1.067451925E1,3.029884260E-1,-2.702153597E0,-6.320395732E-1,2.791578419E0
1.068449925E1,-9.701703865E-2,-2.489294189E0,-1.557902902E-1,2.496050577E0
1.069447925E1,-5.484939347E-1,-2.177343041E0,1.637594604E-1,2.251329713E0
1.070445925E1,-8.608652414E-1,-1.825510667E0,1.812765491E-1,2.026435133E0
1.071443925E1,-9.432137722E-1,-1.437299548E0,-8.306145251E-2,1.721156999E0
1.072441925E1,-9.523819871E-1,-1.095046009E0,-4.324922293E-1,1.514333761E0
1.073439925E1,-9.477202213E-1,-7.555272129E-1,-7.380425763E-1,1.419049623E0
1.074437925E1,-8.511501657E-1,-4.237460007E-1,-8.333703178E-1,1.264327238E0
1.075436025E1,-8.805593947E-1,-1.436686102E-1,-8.354419863E-1,1.222288358E0
1.076434025E1,-9.138599456E-1,7.376262546E-2,-9.681012762E-1,1.333342044E0
1.077432025E1,-8.587236256E-1,2.413411948E-1,-1.313291652E0,1.587572613E0
1.078430025E1,-7.631660154E-1,3.966925419E-1,-1.838724790E0,2.029949800E0
1.079428025E1,-6.329362437E-1,5.625062388E-1,-2.456336358E0,2.598193577E0
1.080426025E1,-4.462171063E-1,6.946835719E-1,-3.088822074E0,3.197267079E0
1.081424025E1,-3.307314908E-1,7.760235310E-1,-3.613259431E0,3.710423096E0
1.082422025E1,-1.698472525E-1,8.796598736E-1,-4.032304818E0,4.130633333E0
1.083420025E1,-6.495401891E-2,8.909794253E-1,-4.232846773E0,4.326090055E0
1.084418025E1,-8.038269684E-2,8.176562181E-1,-4.225804971E0,4.304933301E0
1.085416025E1,-1.193961602E-1,6.764006442E-1,-4.205632077E0,4.261351246E0
1.086414025E1,-7.950026063E-2,4.722139367E-1,-4.235369847E0,4.262354283E0
1.087412025E1,-7.927660463E-2,3.857398299E-1,-4.236279089E0,4.254543514E0
1.088410025E1,-2.003342877E-2,3.178267224E-1,-4.055794253E0,4.068277545E0
1.089408025E1,-2.436052367E-2,2.852405550E-1,-3.879222958E0,3.889772020E0
1.090406025E1,-6.740883993E-2,4.428319704E-1,-3.624534616E0,3.652108335E0
1.091404025E1,-5.479911838E-2,6.608327249E-1,-3.352875901E0,3.417817965E0
1.092402025E1,8.934487045E-2,7.885834233E-1,-3.055687072E0,3.157066646E0
1.093400025E1,2.069997116E-1,7.880842904E-1,-2.456522300E0,2.588132056E0
1.094398025E1,1.918961160E-1,7.856760415E-1,-1.518242408E0,1.720224105E0
1.095396025E1,2.714420763E-1,8.990165694E-1,-4.668709338E-1,1.048751668E0
1.096394025E1,3.485815053E-1,9.258440334E-1,3.635330915E-1,1.053969899E0
1.097392025E1,1.736911390E-1,8.435606991E-1,1.010722216E0,1.327901601E0
1.098390025E1,-6.732984770E-2,7.210096371E-1,1.380210696E0,1.558643568E0
1.099388125E1,-2.455616968E-1,7.179195298E-1,1.425259985E0,1.614643931E0
1.100386125E1,-1.724653433E-1,7.180236103E-1,1.331393462E0,1.522468637E0
1.101384125E1,1.215847091E-1,6.241681977E-1,1.592406152E0,1.714679601E0
1.102382125E1,3.267485137E-1,5.284076891E-1,2.303084344E0,2.385409142E0
1.103380125E1,3.267389389E-1,5.897626691E-1,3.213161945E0,3.283136919E0
1.104378125E1,2.231778244E-1,7.864719938E-1,4.126276006E0,4.206483117E0
1.105376125E1,-3.688409746E-1,1.294401783E0,4.542858546E0,4.738046370E0
1.106374125E1,-7.642265542E-1,2.165864519E0,3.700834934E0,4.355593019E0
1.107372125E1,-4.440871849E-1,2.474865600E0,2.535552097E0,3.570881908E0
1.108370125E1,-1.785163527E-1,2.532418574E0,2.711935111E0,3.714781820E0
1.109368125E1,-3.462285857E-1,2.972446987E0,3.647670295E0,4.718136698E0
1.110366125E1,-4.520258765E-1,2.896510075E0,4.331433753E0,5.230240564E0
1.111364125E1,-5.541867473E-1,1.931248937E0,4.750816525E0,5.158207349E0
1.112362125E1,-7.736574552E-1,6.978415800E-1,5.226286374E0,5.329127320E0
1.113360125E1,-1.030880053E0,-5.884466436E-1,5.888045005E0,6.006501238E0
1.114358125E1,-1.156113964E0,-1.865104503E0,6.619296625E0,6.973543010E0
1.115356125E1,-1.193337485E0,-3.083996952E0,6.994479125E0,7.736784201E0
1.116354125E1,-1.135145629E0,-4.042090718E0,6.598523807E0,7.820969851E0
