"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.786988687E1,-1.482964256E0,9.824259312E-1,3.503939887E0,3.929623191E0
2.787986588E1,-9.654098028E-1,6.021501782E-1,4.265022832E0,4.414184033E0
2.788984588E1,-4.908661161E-1,7.248135433E-1,5.548317098E0,5.616949959E0
2.789982587E1,-5.798143809E-2,8.337544068E-1,6.489876108E0,6.543470039E0
2.790980588E1,4.079534021E-1,6.635246368E-1,6.848002864E0,6.892157438E0
2.791978488E1,9.717792479E-1,2.408171016E-1,6.804582610E0,6.877840670E0
2.792976487E1,1.231274366E0,-3.264854255E-1,6.791186054E0,6.909619188E0
2.793974488E1,1.079110738E0,-9.782897571E-1,6.888259190E0,7.040571390E0
2.794972488E1,7.094448678E-1,-1.534058980E0,6.207764325E0,6.433738174E0
2.795970387E1,5.601474355E-1,-1.871321117E0,4.573786224E0,4.973442298E0
2.796968388E1,7.951704580E-1,-2.219267139E0,2.984659190E0,3.803371290E0
2.797966388E1,1.147133298E0,-2.452756400E0,1.787665733E0,3.244638275E0
2.798964388E1,1.405948970E0,-2.473019049E0,8.390462101E-1,2.965891817E0
2.799962288E1,1.530993139E0,-2.284490783E0,-2.804640377E-1,2.764325995E0
2.800960288E1,1.529617874E0,-2.029434359E0,-1.728358594E0,3.073362668E0
2.801958288E1,1.544339262E0,-1.810841465E0,-3.076628875E0,3.889701249E0
2.802956288E1,1.474338443E0,-1.608839314E0,-4.049779807E0,4.600299367E0
2.803954288E1,1.234005454E0,-1.522639514E0,-4.484916732E0,4.894453866E0
2.804952188E1,9.124110787E-1,-1.446529232E0,-4.599516896E0,4.907188245E0
2.805950188E1,7.146597071E-1,-1.322868953E0,-4.429886246E0,4.678099285E0
2.806948188E1,6.687758750E-1,-1.131764331E0,-4.181043366E0,4.382838726E0
2.807946188E1,4.232865923E-1,-9.753656376E-1,-3.880956658E0,4.023969961E0
2.808944088E1,8.316915091E-3,-9.128360251E-1,-3.559203091E0,3.674406813E0
2.809942088E1,-2.975592132E-1,-8.763856521E-1,-3.163897984E0,3.296489610E0
2.810940088E1,-4.808823243E-1,-8.342033999E-1,-2.629663618E0,2.800406018E0
2.811938088E1,-6.237774575E-1,-7.716488636E-1,-2.336039836E0,2.538035146E0
2.812935988E1,-7.261290937E-1,-6.700860898E-1,-2.105038565E0,2.325395921E0
2.813933988E1,-7.683742766E-1,-5.521906541E-1,-1.923300671E0,2.143454926E0
2.814931988E1,-8.769732242E-1,-4.859542722E-1,-1.755597848E0,2.021721394E0
2.815929988E1,-9.340263346E-1,-3.891476237E-1,-1.725099941E0,1.999952718E0
2.816927888E1,-9.858366121E-1,-2.554004228E-1,-1.832685785E0,2.096625954E0
2.817925888E1,-1.033946333E0,-1.298138154E-1,-2.041334320E0,2.291929854E0
2.818923888E1,-9.902845891E-1,5.640980702E-2,-2.375516728E0,2.574281523E0
2.819921888E1,-9.055454242E-1,3.360178854E-1,-2.674085500E0,2.843176708E0
2.820919888E1,-7.454346263E-1,5.259487522E-1,-2.949223309E0,3.087104306E0
2.821917788E1,-5.306232357E-1,6.004814560E-1,-3.137189657E0,3.237915679E0
2.822915788E1,-3.536342671E-1,6.373789582E-1,-3.206884959E0,3.288680628E0
2.823913788E1,-3.004410134E-1,5.862312798E-1,-3.111852502E0,3.180810889E0
2.824911787E1,-3.178688955E-1,4.970894539E-1,-2.811748252E0,2.872989174E0
2.825909688E1,-3.899897324E-1,4.776891598E-1,-2.633535059E0,2.704770939E0
2.826907688E1,-4.396318989E-1,5.018134560E-1,-2.486244866E0,2.574200164E0
2.827905687E1,-4.257725726E-1,6.568589571E-1,-2.299227521E0,2.428825470E0
2.828903688E1,-2.826905477E-1,9.511201579E-1,-2.103062207E0,2.325384731E0
2.829901588E1,-2.095960032E-1,1.138192248E0,-1.937317616E0,2.256681551E0
2.830899587E1,-1.168279535E-1,1.229853347E0,-1.544678255E0,1.977932996E0
2.831897588E1,1.819691518E-1,1.308618265E0,-9.657138580E-1,1.636520025E0
2.832895588E1,2.577453391E-1,1.255346330E0,-2.000905502E-1,1.297059480E0
2.833893487E1,1.356640278E-1,9.884036860E-1,5.528817219E-1,1.140624729E0
2.834891488E1,-6.969515607E-2,7.037879790E-1,1.340862443E0,1.515944269E0
2.835889488E1,-3.511042865E-1,5.310139028E-1,1.933667200E0,2.035760011E0
2.836887487E1,-2.757626570E-1,5.386247117E-1,1.783480881E0,1.883338970E0
2.837885388E1,3.125194240E-2,7.529026902E-1,1.534380723E0,1.709433634E0
2.838883388E1,3.478161413E-1,9.625116304E-1,1.588017232E0,1.889233558E0
2.839881387E1,7.659152301E-1,1.108723450E0,1.978621178E0,2.393916372E0
2.840879388E1,9.483906046E-1,1.218598187E0,2.458230856E0,2.902985571E0
2.841877388E1,8.527083756E-1,1.376480758E0,2.974807216E0,3.386929114E0
2.842875287E1,4.266016712E-1,1.703994124E0,3.512508981E0,3.927251495E0
2.843873500E1,-2.203893786E-1,2.564815365E0,3.485550393E0,4.333117917E0
2.844871500E1,-3.315001073E-1,3.338047070E0,2.515832362E0,4.193073221E0
2.845869500E1,8.097004965E-3,3.185523326E0,2.386315366E0,3.980216759E0
2.846867400E1,-1.823647890E-1,3.022999090E0,4.002467646E0,5.019116224E0
2.847865400E1,-7.254744248E-1,3.052986828E0,5.184720272E0,6.060393222E0
2.848863400E1,-1.089276561E0,2.351321535E0,5.624481175E0,6.192739690E0
2.849861400E1,-1.244331930E0,8.687863183E-1,6.152164906E0,6.336583042E0
2.850859300E1,-1.558966803E0,-6.160411526E-1,6.677302174E0,6.884493338E0
2.851857300E1,-1.739360715E0,-1.819618135E0,7.337373884E0,7.757154205E0
2.852855300E1,-1.668978073E0,-2.903401895E0,7.589402912E0,8.295436512E0
2.853853300E1,-1.560039914E0,-3.665538801E0,6.738383943E0,7.827880773E0
2.854851200E1,-1.526812526E0,-3.888474423E0,4.965117563E0,6.488742732E0
2.855849200E1,-1.495097082E0,-3.566638118E0,3.168734216E0,4.999709920E0
2.856847200E1,-1.256025192E0,-2.949613318E0,1.545995632E0,3.559202228E0
2.857845200E1,-8.597473269E-1,-2.338056833E0,-1.620953429E-1,2.496387414E0
2.858843100E1,-5.501102147E-1,-1.761242458E0,-1.754828939E0,2.546374059E0
2.859841100E1,-4.929467382E-1,-1.297209032E0,-3.087300044E0,3.384844061E0
2.860839100E1,-4.359624057E-1,-1.035313558E0,-3.920020736E0,4.077805777E0
2.861837100E1,-4.015581197E-1,-9.585168126E-1,-4.010704034E0,4.143157039E0
2.862835000E1,-3.399258354E-1,-9.413737996E-1,-3.578999425E0,3.716311489E0
2.863833000E1,-2.153989262E-1,-1.055419794E0,-2.988977358E0,3.177151757E0
2.864831000E1,-1.365310237E-2,-1.301268607E0,-2.765346503E0,3.056244047E0
2.865829000E1,8.559285834E-2,-1.609044405E0,-2.688256227E0,3.134177974E0
2.866826900E1,-1.302375924E-1,-1.923579291E0,-2.487550550E0,3.147225263E0
2.867824900E1,-3.735976115E-1,-2.124701875E0,-2.359142770E0,3.196793369E0
2.868822900E1,-5.551165277E-1,-2.123750094E0,-2.299106483E0,3.178735510E0
2.869820900E1,-5.232190892E-1,-1.882342095E0,-2.341876527E0,3.049812395E0
2.870818800E1,-3.012110551E-1,-1.409742790E0,-2.438159119E0,2.832441124E0
2.871816800E1,-1.528446823E-1,-9.249505788E-1,-2.565787464E0,2.731695514E0
2.872814800E1,-1.439905360E-1,-4.973091265E-1,-2.705966274E0,2.755050474E0
2.873812800E1,-2.419294247E-1,-1.173727678E-1,-2.871366463E0,2.883929884E0
2.874810800E1,-2.013238741E-1,1.919918641E-1,-3.061006869E0,3.073622493E0
2.875808700E1,-4.329563521E-2,4.373729002E-1,-3.168704980E0,3.199040609E0
2.876806700E1,8.736178726E-3,5.621121365E-1,-3.252838812E0,3.301061452E0
2.877804700E1,3.574702598E-2,5.571907543E-1,-3.359990208E0,3.406064237E0
2.878802600E1,1.943227105E-2,4.830536147E-1,-3.348603340E0,3.383321259E0
2.879800600E1,4.286524359E-2,5.008062731E-1,-3.234815939E0,3.273633839E0
2.880798600E1,1.370993365E-1,5.895285612E-1,-3.200343094E0,3.257074773E0
2.881796600E1,2.581253715E-1,6.391119267E-1,-3.298360555E0,3.369610529E0
2.882794600E1,3.431822595E-1,6.567252021E-1,-3.273701093E0,3.356513205E0
2.883792500E1,3.093824294E-1,6.053840905E-1,-3.064928012E0,3.139425282E0
2.884790500E1,2.071624286E-1,5.629194177E-1,-2.781523994E0,2.845464861E0
2.885788500E1,8.691758160E-2,5.656301138E-1,-2.527361317E0,2.591340834E0
2.886786500E1,6.771324232E-2,5.975824430E-1,-2.339972674E0,2.416021931E0
2.887784400E1,7.882752020E-2,6.717108849E-1,-2.305233781E0,2.402397152E0
2.888782400E1,-4.085961208E-2,7.798689524E-1,-2.091038577E0,2.232108291E0
2.889780400E1,-1.511721593E-1,8.516658171E-1,-1.834532336E0,2.028224982E0
2.890778400E1,-1.315772260E-1,9.236660917E-1,-1.519536982E0,1.783105228E0
2.891776300E1,-9.691365257E-2,9.845061513E-1,-8.325446910E-1,1.292971493E0
2.892774300E1,-2.428284341E-1,9.078169944E-1,1.964489043E-2,9.399379051E-1
2.893772300E1,-6.313836618E-1,7.508457128E-1,1.110371634E0,1.481667904E0
2.894770300E1,-8.914054681E-1,6.393648188E-1,2.128628572E0,2.394671309E0
2.895768200E1,-8.819801219E-1,7.444356295E-1,2.612464033E0,2.856053512E0
2.896766200E1,-9.769391964E-1,9.239231499E-1,2.970443439E0,3.260610128E0
2.897764200E1,-1.035234402E0,9.105094180E-1,3.314821052E0,3.590094187E0
2.898762200E1,-1.027270567E0,9.037452127E-1,3.522732838E0,3.779111916E0
2.899760100E1,-1.038375014E0,9.420261296E-1,3.933067043E0,4.175482280E0
2.900758100E1,-1.285801260E0,8.823547822E-1,4.562273056E0,4.821428241E0
2.901756100E1,-1.698645091E0,1.282066790E0,4.583990200E0,5.053914972E0
2.902754100E1,-1.495841579E0,1.340560435E0,3.672148494E0,4.185608542E0
2.903752000E1,-5.448333950E-1,5.477123812E-1,3.589592825E0,3.671785524E0
2.904750000E1,2.191286093E-1,3.339406986E-1,4.515545032E0,4.533175562E0
2.905748000E1,4.988380637E-1,7.952458870E-1,5.294550862E0,5.377129743E0
2.906746000E1,1.033363366E0,9.973510223E-1,5.440385098E0,5.626752076E0
2.907743900E1,1.558258998E0,7.275375418E-1,4.990108563E0,5.278130867E0
2.908741900E1,1.702637862E0,4.864854918E-1,4.580702895E0,4.911057201E0
2.909739900E1,1.456109164E0,1.508791407E-1,4.482415293E0,4.715407222E0
2.910737900E1,9.843641371E-1,-4.988232264E-1,3.935073223E0,4.086881285E0
2.911735800E1,6.585261445E-1,-1.156123612E0,2.762121179E0,3.065875388E0
2.912733800E1,5.650510933E-1,-1.899031218E0,1.778133602E0,2.662209874E0
2.913731800E1,5.111580009E-1,-2.649812538E0,1.220907984E0,2.961993466E0
2.914729800E1,6.028826151E-1,-3.102108702E0,8.685489213E-1,3.277334752E0
2.915727700E1,7.245061259E-1,-3.225603651E0,5.401312834E-1,3.349801463E0
2.916725700E1,8.059555741E-1,-3.218123015E0,-6.431820273E-2,3.318134560E0
2.917723700E1,8.415016752E-1,-3.116821466E0,-9.074907929E-1,3.353541510E0
2.918721700E1,9.108905102E-1,-2.730905818E0,-1.716050205E0,3.351476751E0
2.919719600E1,1.017742164E0,-2.185930262E0,-2.141822814E0,3.225134911E0
2.920717600E1,9.900163481E-1,-1.635929610E0,-2.154957415E0,2.881013627E0
2.921715600E1,8.260924347E-1,-1.158902136E0,-1.882988212E0,2.360323596E0
2.922713600E1,5.899322018E-1,-7.677807842E-1,-1.560224247E0,1.836248087E0
2.923711500E1,2.786932632E-1,-5.500026260E-1,-1.302292455E0,1.440881141E0
2.924709500E1,-1.927493527E-2,-5.778547414E-1,-1.075243317E0,1.220834066E0
2.925707500E1,-1.998494622E-1,-6.211964234E-1,-9.818486649E-1,1.178919677E0
2.926705500E1,-3.235037841E-1,-5.605787407E-1,-9.581469762E-1,1.156265044E0
2.927703400E1,-4.262245258E-1,-5.158799199E-1,-9.598683965E-1,1.170105455E0
2.928701400E1,-3.667647015E-1,-4.814599195E-1,-1.281848250E0,1.417552446E0
2.929699400E1,-3.272069719E-1,-3.640219553E-1,-1.685121943E0,1.754768460E0
2.930697300E1,-3.052103131E-1,-2.318483133E-1,-2.100473059E0,2.135156680E0
2.931695300E1,-3.603808210E-1,-1.546873226E-1,-2.497822938E0,2.528422815E0
2.932693300E1,-3.109673537E-1,-6.916806612E-2,-2.843457702E0,2.861247389E0
2.933691300E1,-3.249253884E-1,1.153410431E-1,-3.403477705E0,3.420897624E0
2.934689200E1,-1.612939454E-1,2.741079681E-1,-3.704421616E0,3.718049276E0
2.935687200E1,1.444836024E-2,3.330192870E-1,-3.974377037E0,3.988330908E0
2.936685200E1,-1.566797979E-3,3.758111481E-1,-4.115860360E0,4.132982335E0
2.937683200E1,8.081798550E-2,2.938150217E-1,-4.139995328E0,4.151195024E0
2.938681100E1,2.219158673E-1,1.930279177E-1,-4.185759730E0,4.196080427E0
2.939679100E1,2.476192772E-1,2.265383106E-1,-4.213532251E0,4.226876972E0
2.940677100E1,2.310545538E-1,3.068838776E-1,-4.202775128E0,4.220294148E0
2.941675100E1,2.866820764E-1,3.837549194E-1,-4.103374801E0,4.131239427E0
2.942673000E1,1.927183441E-1,4.528780716E-1,-3.690695277E0,3.723368171E0
2.943670800E1,5.195477687E-2,4.738005421E-1,-3.119620528E0,3.155822950E0
2.944668800E1,8.887296360E-2,5.263977818E-1,-2.705951071E0,2.758108813E0
2.945666800E1,2.056854219E-1,6.742974007E-1,-2.378307604E0,2.480590764E0
2.946664700E1,1.861098576E-1,8.172268863E-1,-1.714785452E0,1.908660737E0
2.947662700E1,1.692112947E-1,7.958384293E-1,-9.060330820E-1,1.217738565E0
2.948660700E1,2.339318589E-1,6.309755261E-1,-1.417867935E-1,6.877192189E-1
2.949658700E1,1.133545246E-1,6.107398842E-1,6.722228086E-1,9.152791699E-1
2.950656600E1,-3.776680045E-2,6.033365417E-1,1.413686006E0,1.537514045E0
2.951654600E1,-1.003792242E-1,5.743719205E-1,1.663823460E0,1.763033635E0
2.952652600E1,-6.741382834E-2,6.264864725E-1,1.707785166E0,1.820318680E0
2.953650600E1,5.845969465E-2,6.438066562E-1,1.947343837E0,2.051841262E0
2.954648500E1,2.763702558E-1,6.413226859E-1,2.328335545E0,2.430806804E0
2.955646500E1,3.605612076E-1,7.280745354E-1,3.027005310E0,3.134143912E0
2.956644500E1,4.362936504E-1,9.643001474E-1,3.873787386E0,4.015775845E0
2.957642500E1,3.922087507E-1,1.338484088E0,4.531741235E0,4.741523592E0
2.958640400E1,-7.075386755E-2,1.898858432E0,4.824813039E0,5.185507720E0
2.959638400E1,-8.054024275E-1,3.009208140E0,4.042321683E0,5.103368622E0
2.960636400E1,-8.783965096E-1,3.884291032E0,2.333322635E0,4.615592245E0
2.961634400E1,-2.999878907E-1,3.873846151E0,1.878636129E0,4.315779239E0
2.962632300E1,-1.630422629E-1,3.651141787E0,3.177084040E0,4.842652385E0
2.963630300E1,-5.082365858E-1,3.372551782E0,4.385858467E0,5.555912566E0
2.964628300E1,-1.088006838E0,2.125646492E0,4.792043488E0,5.354046384E0
2.965626300E1,-1.530190024E0,3.644898057E-1,5.242479653E0,5.473383527E0
2.966624200E1,-1.619852690E0,-1.132653765E0,5.986793368E0,6.304642902E0
2.967622200E1,-1.294515366E0,-2.274809548E0,6.858970487E0,7.341389831E0
2.968620200E1,-9.710134088E-1,-3.294265458E0,7.178116195E0,7.957411894E0
2.969618200E1,-9.635499497E-1,-4.003982660E0,6.523589399E0,7.714760158E0
2.970616100E1,-1.232028219E0,-4.396887777E0,5.350582976E0,7.034149120E0
2.971614100E1,-1.432567835E0,-4.333175054E0,3.954294775E0,6.038634267E0
2.972612100E1,-1.540055738E0,-4.003993769E0,2.721992322E0,5.080647595E0
2.973610000E1,-1.424060428E0,-3.540658939E0,1.193217325E0,3.998497394E0
2.974608000E1,-1.326622573E0,-2.914821215E0,-4.347375602E-1,3.231889063E0
2.975606000E1,-1.308982547E0,-2.314072432E0,-2.093901958E0,3.384197385E0
2.976604000E1,-1.224941539E0,-1.685584165E0,-3.324844349E0,3.923807551E0
2.977601900E1,-1.211238224E0,-1.092439832E0,-3.984724270E0,4.305641686E0
2.978599900E1,-1.085588211E0,-7.195932953E-1,-4.066736147E0,4.270205986E0
2.979597900E1,-9.996009578E-1,-6.839580242E-1,-3.816862403E0,4.004427457E0
2.980595900E1,-8.166388757E-1,-8.185796396E-1,-3.581678034E0,3.763693561E0
2.981593800E1,-6.818601163E-1,-1.027472588E0,-3.381908496E0,3.599713629E0
2.982591800E1,-7.011031569E-1,-1.354577965E0,-3.104810116E0,3.459230110E0
2.983589800E1,-7.443269444E-1,-1.608653811E0,-2.727347202E0,3.252723850E0
2.984587800E1,-6.725812429E-1,-1.644468884E0,-2.459614307E0,3.034196101E0
2.985585700E1,-4.346168151E-1,-1.444045334E0,-2.340563827E0,2.784312794E0
2.986583700E1,-1.578199319E-1,-1.127167908E0,-2.302192644E0,2.568171644E0
2.987581700E1,3.419422477E-2,-7.769220288E-1,-2.364582435E0,2.489182029E0
2.988579700E1,8.218707450E-2,-3.288016904E-1,-2.542748265E0,2.565235663E0
2.989577600E1,-6.794325717E-2,1.383619331E-2,-2.706020068E0,2.706908261E0
2.990575600E1,-1.558254466E-1,2.948136530E-1,-2.759643129E0,2.779717046E0
2.991573600E1,-1.581038142E-1,5.669439831E-1,-2.826372138E0,2.887005674E0
2.992571600E1,-1.391255064E-1,7.663550138E-1,-2.905732303E0,3.008311176E0
2.993569500E1,-7.715386435E-2,8.764963107E-1,-3.084658272E0,3.207696238E0
2.994567500E1,-1.588698725E-1,8.568606296E-1,-3.230907660E0,3.346373273E0
2.995565500E1,-2.176264230E-1,7.791259906E-1,-3.103462332E0,3.207160273E0
2.996563400E1,-2.061706312E-2,8.228237680E-1,-2.839410260E0,2.956300837E0
2.997561400E1,1.700266158E-1,8.933393615E-1,-2.644678098E0,2.796656308E0
2.998559400E1,2.413733910E-1,9.177940985E-1,-2.566775059E0,2.736593014E0
2.999557400E1,1.959358476E-1,8.795738465E-1,-2.397458405E0,2.561219985E0
3.000555300E1,1.914512160E-1,8.154433393E-1,-2.240787524E0,2.392222844E0
3.001553300E1,3.196468145E-1,8.256477539E-1,-2.182045811E0,2.354823182E0
3.002551300E1,2.598248648E-1,8.863288423E-1,-1.949514323E0,2.157242192E0
3.003549300E1,1.390720043E-1,8.224654068E-1,-1.574673302E0,1.781961384E0
3.004547200E1,-1.143982161E-2,7.067030353E-1,-1.364686924E0,1.536857329E0
3.005545200E1,-1.755402113E-1,7.466152523E-1,-1.292281437E0,1.502744161E0
3.006543200E1,-1.893924113E-1,8.341178843E-1,-1.354146148E0,1.601665983E0
3.007541200E1,-1.734073297E-1,7.830686219E-1,-1.308772339E0,1.534976092E0
3.008539100E1,-1.845129099E-1,6.809316516E-1,-9.457532179E-1,1.179899181E0
3.009537100E1,-1.582108913E-1,5.726187059E-1,-3.365522844E-1,6.827813037E-1
3.010535100E1,-1.819582248E-1,6.290275993E-1,4.106949788E-1,7.729520567E-1
3.011533100E1,-3.095380384E-1,7.742403495E-1,1.048667137E0,1.339762919E0
3.012531000E1,-4.723659278E-1,8.324226303E-1,1.529079053E0,1.803923434E0
3.013529000E1,-5.943965510E-1,8.132476368E-1,2.058687102E0,2.291914388E0
3.014527000E1,-8.201241817E-1,7.471864522E-1,2.792989215E0,3.005275365E0
3.015524900E1,-1.148279864E0,7.078221193E-1,3.729652351E0,3.966089442E0
3.016522900E1,-1.627353937E0,9.667887224E-1,4.374346468E0,4.766326499E0
3.017520900E1,-1.834577213E0,1.184729506E0,4.131215733E0,4.672922104E0
3.018518900E1,-1.232904716E0,4.596541175E-1,3.765309842E0,3.988595511E0
3.019516800E1,-6.020359017E-1,-4.666110981E-2,4.043373597E0,4.088214101E0
3.020514800E1,-4.058831589E-1,2.799004757E-1,4.498041392E0,4.524981964E0
3.021512800E1,-3.321583942E-2,4.522021700E-1,4.624059999E0,4.646237291E0
3.022510800E1,5.534312870E-1,2.843422400E-1,4.662332364E0,4.703666631E0
3.023508700E1,7.886778559E-1,1.926155793E-1,4.662328271E0,4.732485439E0
3.024506700E1,5.944253120E-1,-9.172063071E-2,4.606553435E0,4.645652664E0
3.025504700E1,3.237457126E-1,-4.094019402E-1,4.422833920E0,4.453524572E0
3.026502700E1,2.452300866E-1,-8.342977593E-1,4.161611314E0,4.251493770E0
3.027500600E1,2.879726300E-1,-1.331760083E0,4.061974175E0,4.284407468E0
3.028498600E1,4.353902191E-1,-1.718455165E0,3.907051612E0,4.290420153E0
3.029496600E1,8.504737160E-1,-2.022646619E0,3.403626809E0,4.049577798E0
3.030494500E1,1.250178122E0,-2.320880637E0,2.927124342E0,3.939224439E0
3.031492500E1,1.442903812E0,-2.425740364E0,2.392416936E0,3.699979259E0
3.032490500E1,1.423466790E0,-2.347897697E0,1.451879434E0,3.105935477E0
3.033488500E1,1.464486323E0,-2.165517340E0,1.491232949E-1,2.618477286E0
3.034486400E1,1.594474897E0,-1.961526259E0,-1.086817296E0,2.751564518E0
3.035484400E1,1.699477150E0,-1.638849417E0,-2.166227338E0,3.204152130E0
3.036482400E1,1.762336618E0,-1.237676775E0,-2.825992069E0,3.553013556E0
3.037480400E1,1.795488723E0,-1.029908977E0,-3.048869804E0,3.685118632E0
3.038478300E1,1.710932868E0,-9.496587925E-1,-3.046556645E0,3.620863225E0
3.039476300E1,1.441916948E0,-9.397115824E-1,-2.752649859E0,3.246423199E0
3.040474300E1,9.861324082E-1,-9.958276764E-1,-2.208913767E0,2.615995015E0
3.041472300E1,5.657355829E-1,-1.096505840E0,-1.613663705E0,2.031327733E0
3.042470200E1,2.707172408E-1,-1.124301749E0,-1.121742715E0,1.611101786E0
3.043468200E1,-8.981597330E-4,-1.067510740E0,-9.179912227E-1,1.407937453E0
3.044466129E1,-1.869903021E-1,-9.686296452E-1,-9.647204161E-1,1.379816743E0
3.045464029E1,-3.658902138E-1,-9.009370874E-1,-1.102045199E0,1.469716607E0
3.046462029E1,-5.924155143E-1,-8.058557329E-1,-1.290979847E0,1.633091721E0
3.047460029E1,-8.317211837E-1,-7.150114171E-1,-1.522331366E0,1.876298015E0
3.048458029E1,-8.910759044E-1,-5.528066217E-1,-1.833559944E0,2.112238977E0
3.049455929E1,-7.607688763E-1,-3.046670154E-1,-2.212151370E0,2.359068663E0
3.050453929E1,-6.547096668E-1,1.303015463E-3,-2.597243730E0,2.678492382E0
3.051451929E1,-4.535450928E-1,2.270013735E-1,-3.069764244E0,3.111379965E0
3.052449929E1,-2.354118989E-1,4.554879763E-1,-3.501367112E0,3.538708763E0
3.053447829E1,-5.818522269E-2,6.667357814E-1,-3.861898828E0,3.919462294E0
3.054445829E1,2.516334638E-2,7.525515649E-1,-4.229332012E0,4.295837092E0
3.055443829E1,1.571092028E-2,7.248154436E-1,-4.496637475E0,4.554706670E0
3.056441729E1,-1.051120702E-1,6.756970780E-1,-4.775909851E0,4.824617082E0
3.057439729E1,-2.970523692E-1,6.816276164E-1,-4.787472135E0,4.844867982E0
3.058437729E1,-4.057950487E-1,6.123828422E-1,-4.729465417E0,4.786180679E0
3.059435729E1,-4.448807617E-1,4.219914706E-1,-4.118885710E0,4.164278471E0
3.060433629E1,-4.808206727E-1,3.243813415E-1,-3.403226275E0,3.452297909E0
3.061431629E1,-3.358416649E-1,3.906405640E-1,-3.046762467E0,3.090008286E0
3.062429629E1,-2.927886526E-1,5.232252653E-1,-2.701854511E0,2.767581557E0
3.063427629E1,-2.317937515E-1,6.175259800E-1,-2.324214427E0,2.415996561E0
3.064425529E1,-1.511216905E-1,6.488645708E-1,-1.847849370E0,1.964283658E0
3.065423529E1,-6.176117878E-2,6.965868406E-1,-1.122656050E0,1.322650474E0
3.066421529E1,-4.335852932E-2,7.978133994E-1,-2.330168062E-1,8.322758043E-1
3.067419429E1,-1.102618226E-1,7.408010003E-1,7.100806063E-1,1.032065046E0
3.068417429E1,-3.620208554E-2,5.216529125E-1,1.357566184E0,1.454791496E0
3.069415429E1,9.456844401E-2,3.984663313E-1,1.723156911E0,1.771154524E0
3.070413429E1,2.014092069E-1,3.988762942E-1,1.983549212E0,2.033257348E0
3.071411329E1,3.359210774E-1,3.377743524E-1,2.279439958E0,2.328686541E0
3.072409329E1,5.352577022E-1,2.465956855E-1,2.565274079E0,2.632098277E0
3.073407329E1,5.768005980E-1,2.859420747E-1,3.102908016E0,3.168990369E0
3.074405329E1,5.209481037E-1,5.768385318E-1,3.937791009E0,4.013767264E0
3.075403229E1,4.276608212E-1,1.261807795E0,4.525927348E0,4.717951998E0
3.076401229E1,2.651855555E-1,2.466617225E0,3.895987510E0,4.618792331E0
3.077399229E1,5.800034469E-1,2.842739372E0,2.421144306E0,3.778824008E0
3.078397129E1,8.799790585E-1,2.778104542E0,2.659486756E0,3.945262703E0
3.079395129E1,8.968232788E-1,3.283225622E0,4.091485072E0,5.322040265E0
3.080393129E1,5.387513040E-1,3.321214105E0,4.846944165E0,5.900303708E0
3.081391129E1,2.714150329E-1,2.569962669E0,5.472437780E0,6.051937665E0
3.082389029E1,-1.891401040E-1,1.615779812E0,5.622952128E0,5.853555246E0
3.083387029E1,-6.878066616E-1,7.366718428E-1,5.427606593E0,5.520387372E0
3.084385029E1,-9.201539616E-1,-1.176271582E-2,5.486325502E0,5.562965863E0
3.085383029E1,-8.687924579E-1,-7.544512521E-1,5.313261368E0,5.436427447E0
3.086380929E1,-6.502263142E-1,-1.697138409E0,5.025552630E0,5.344085729E0
3.087378929E1,-3.733138753E-1,-2.605540345E0,4.825769058E0,5.496931030E0
3.088376929E1,-1.416703608E-1,-3.161991207E0,4.653289645E0,5.627731640E0
3.089374829E1,-1.067098584E-1,-3.460506476E0,4.384083837E0,5.586294224E0
3.090372829E1,-2.159824783E-1,-3.479057060E0,3.549151143E0,4.974631674E0
3.091370829E1,-3.140851622E-1,-3.105049852E0,1.941355119E0,3.675437901E0
3.092368829E1,-3.610144034E-1,-2.446001112E0,2.017552525E-1,2.480717239E0
3.093366729E1,-3.148178183E-1,-1.874662362E0,-1.376150390E0,2.346755020E0
3.094364729E1,-3.275168744E-1,-1.425286005E0,-2.897444460E0,3.245595769E0
3.095362729E1,-4.183093692E-1,-1.038085796E0,-3.934041774E0,4.090145417E0
3.096360729E1,-4.656729124E-1,-8.383402319E-1,-4.346489164E0,4.451026135E0
3.097358629E1,-6.499156078E-1,-9.838387647E-1,-4.223333938E0,4.384846470E0
3.098356629E1,-9.458889464E-1,-1.382288651E0,-3.716773859E0,4.076743275E0
3.099354629E1,-1.018855693E0,-1.874767027E0,-3.025824172E0,3.702489737E0
3.100352529E1,-1.016955055E0,-2.262594130E0,-2.388226821E0,3.443422299E0
3.101350529E1,-1.019850670E0,-2.442726087E0,-1.960162103E0,3.293818695E0
3.102348529E1,-9.849353369E-1,-2.378298249E0,-1.797596644E0,3.139706017E0
3.103346529E1,-7.511838280E-1,-2.076030529E0,-1.831695267E0,2.868673465E0
3.104344429E1,-4.362934311E-1,-1.574573168E0,-2.072105877E0,2.638798095E0
3.105342429E1,-2.828293826E-1,-9.834448817E-1,-2.371297377E0,2.582674495E0
3.106340429E1,-1.505105469E-1,-3.311102077E-1,-2.711346881E0,2.735633255E0
3.107338329E1,-2.469703093E-2,2.673302411E-1,-3.008304160E0,3.020259810E0
